case_id,value,timestamp,activity,source_log
17573466636159540,-0.02663,2007-03-16 06:39:54.651042+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636277591,-0.07165,1998-02-24 10:44:20.559324+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636277591,20.28537,1998-07-24 11:24:27.559324+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
1757346663647452,0.00542,1999-08-18 00:00:58.357617+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
1757346663647452,36.48018,1999-08-23 01:47:50.357617+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636595723,0.00139,2008-12-16 17:15:26.588276+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636595723,37.01931,2008-12-20 15:40:23.588276+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636706264,0.00293,2000-03-29 21:53:27.333358+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636908295,0.05364,2003-03-09 01:46:52.335913+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637019846,-0.04776,2007-10-31 15:59:20.120626+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637019846,35.5062,2007-11-21 14:27:35.120626+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637207827,0.09531,2008-11-07 16:02:17.693582+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637324018,0.03275,2013-09-26 06:33:28.679875+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637324018,131.56629,2017-01-22 20:19:08.679875+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637552769,-0.09847,1998-06-19 13:05:00.966311+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637552769,91.55851,1998-08-31 18:58:02.966311+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666377794810,0.01619,2006-10-30 02:34:09.983357+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666378724311,0.03518,2007-01-22 16:58:38.731444+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666378724311,35.01062,2007-02-10 07:04:49.731444+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666380289912,-0.09922,2001-11-27 17:03:53.732861+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666381490413,0.01594,2002-11-30 17:44:34.653867+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666381490413,36.09167,2002-12-07 06:23:21.653867+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666383642714,-0.04192,2001-09-14 12:00:54.449480+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666384662315,0.04791,2007-03-25 10:33:47.443753+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666384662315,31.36387,2007-03-28 15:29:04.443753+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666386349116,-0.08045,2003-12-11 12:03:30.868032+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666388218617,0.02281,2009-09-17 00:38:59.624993+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666388218617,139.58878,2010-01-12 11:42:55.624993+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466639065118,-0.07315,2002-08-29 04:02:04.713980+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466639065118,37.92227,2006-03-21 04:11:21.713980+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666393767619,0.03049,2005-09-24 08:40:34.696340+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666393767619,35.36887,2005-09-30 09:44:12.696340+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666395609720,0.03844,2011-06-13 22:22:51.174813+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666398397521,-0.01316,2002-08-26 06:26:51.873657+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666398902722,-0.09292,2005-07-25 16:44:12.270761+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666398902723,-0.04461,2008-10-29 19:59:43.940265+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666401936124,0.0145,2012-04-30 05:26:25.271244+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666404023825,-0.09669,2003-01-29 14:41:59.798715+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666404023825,36.67716,2003-01-31 12:51:11.798715+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666405282726,0.06552,1997-02-21 19:25:20.230680+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666405282726,36.85933,2000-10-19 06:00:51.230680+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666407480927,-0.0063,1999-09-08 20:54:52.006405+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666408671128,0.09829,2011-05-23 22:27:30.262780+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466640999429,0.08444,2006-07-15 06:17:43.010953+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466640999429,41.22966,2006-07-22 17:54:14.010953+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666410894930,-0.0819,2008-08-07 12:51:15.422292+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666410894930,38.26428,2008-08-22 14:18:57.422292+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666412067531,0.07909,2005-03-12 05:59:50.248165+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666413671832,-0.03133,2008-12-03 15:12:16.474213+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666413671832,31.0537,2008-12-11 11:23:02.474213+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666414573233,0.06112,2011-03-02 14:58:51.894500+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666414573233,30.20158,2011-04-29 16:46:52.894500+00:00,Payment,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666416178634,0.04551,2009-03-11 00:52:55.413144+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666417058135,-0.01115,2007-02-22 20:59:30.715801+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666418453836,-0.10072,2006-09-14 12:54:13.352004+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666419853937,-0.04977,2010-07-04 17:39:00.106629+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666421740938,-0.06116,2012-06-15 05:45:46.946811+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666423000639,-0.01185,2009-02-02 21:29:19.649762+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666424935840,-0.05698,2004-02-27 21:38:52.339035+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666426253541,0.09084,2005-08-01 12:26:31.041619+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
