case_id,value,timestamp,activity,source_log
17573444336527620,31.06631,2005-02-10 14:42:47.092206+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444336538671,32.5826,2006-09-08 22:57:26.810714+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444336872132,35.11363,2005-09-14 11:10:58.808220+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444337004633,74.44308,2005-01-07 22:33:04.120425+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444337159754,24.05988,2001-09-30 18:59:21.126005+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444337376455,29.17285,2004-09-16 23:48:10.040493+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444337463536,29.16206,2005-11-14 06:31:02.931129+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444337601617,37.32564,2003-04-18 10:35:09.244364+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444337730368,39.35791,2006-10-15 21:48:02.062761+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
17573444337836319,25.40931,2002-05-09 00:38:16.991630+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443380090110,38.96317,1995-08-04 15:37:35.028557+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443381042311,66.07337,1997-09-07 12:01:05.406889+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443382937912,34.87259,2000-12-10 15:44:02.244209+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443383938113,34.41024,2005-12-27 12:32:25.544691+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443385912714,37.75761,2009-11-07 00:35:40.684198+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443386868915,34.55714,2009-06-02 14:52:23.103341+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443388692116,45.17182,2004-02-13 13:38:30.726025+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443389707517,26.46548,2009-03-03 13:57:02.873561+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443391309718,33.87093,2008-08-27 01:46:14.095368+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443392800619,35.20901,2002-07-07 17:43:43.080927+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443394540620,133.48841,2009-05-12 19:47:55.659221+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
175734443396496121,37.12121,2008-03-25 21:21:40.721482+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_simulation.xes
