case_id,value,timestamp,activity,source_log
17573466636159540,34.0457,2007-03-16 06:39:54.651042+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636277591,36.08053,1998-02-24 10:44:20.559324+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
1757346663647452,22.37791,1999-08-18 00:00:58.357617+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636595723,34.55362,2008-12-16 17:15:26.588276+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636706264,32.65774,2000-03-29 21:53:27.333358+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466636908295,38.43245,2003-03-09 01:46:52.335913+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637019846,34.74578,2007-10-31 15:59:20.120626+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637207827,33.35329,2008-11-07 16:02:17.693582+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637324018,152.97775,2013-09-26 06:33:28.679875+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466637552769,32.16576,1998-06-19 13:05:00.966311+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666377794810,34.18171,2006-10-30 02:34:09.983357+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666378724311,35.00885,2007-01-22 16:58:38.731444+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666380289912,38.35033,2001-11-27 17:03:53.732861+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666381490413,33.96214,2002-11-30 17:44:34.653867+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666383642714,160.59654,2001-09-14 12:00:54.449480+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666384662315,39.28599,2007-03-25 10:33:47.443753+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666386349116,31.76903,2003-12-11 12:03:30.868032+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666388218617,137.43501,2009-09-17 00:38:59.624993+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466639065118,28.25667,2002-08-29 04:02:04.713980+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666393767619,33.76653,2005-09-24 08:40:34.696340+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666395609720,37.1463,2011-06-13 22:22:51.174813+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666398397521,25.94569,2002-08-26 06:26:51.873657+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666398902722,25.97762,2005-07-25 16:44:12.270761+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666398902723,30.01614,2008-10-29 19:59:43.940265+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666401936124,27.13196,2012-04-30 05:26:25.271244+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666404023825,34.8305,2003-01-29 14:41:59.798715+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666405282726,35.88534,1997-02-21 19:25:20.230680+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666407480927,34.9244,1999-09-08 20:54:52.006405+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666408671128,35.73835,2011-05-23 22:27:30.262780+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466640999429,30.69319,2006-07-15 06:17:43.010953+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666410894930,33.28843,2008-08-07 12:51:15.422292+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666412067531,35.34791,2005-03-12 05:59:50.248165+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666413671832,30.03015,2008-12-03 15:12:16.474213+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666414573233,29.82585,2011-03-02 14:58:51.894500+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666416178634,29.64904,2009-03-11 00:52:55.413144+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666417058135,30.49193,2007-02-22 20:59:30.715801+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666418453836,80.89277,2006-09-14 12:54:13.352004+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666419853937,31.62936,2010-07-04 17:39:00.106629+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666421740938,33.56619,2012-06-15 05:45:46.946811+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666423000639,28.97602,2009-02-02 21:29:19.649762+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666424935840,36.91764,2004-02-27 21:38:52.339035+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666426253541,37.79899,2005-08-01 12:26:31.041619+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666428202142,41.46753,2008-03-31 23:22:25.527580+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666430408343,39.86208,2001-12-02 10:34:14.115662+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666433268244,25.33607,2015-01-29 02:33:23.383363+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666434692245,74.0923,2009-10-03 03:39:52.746403+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666436779146,32.22169,2007-05-09 14:54:54.155827+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466643770247,28.3693,2007-01-12 21:59:53.368172+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666438731148,23.53513,2008-07-04 04:48:02.314131+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666439731949,34.36039,2010-10-31 12:58:00.829100+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466644193550,62.36676,2006-07-29 23:34:49.671161+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666443259851,36.33458,2007-09-29 13:10:23.538093+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666445171652,38.27092,2005-02-26 17:19:12.278221+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666446217953,37.61027,2005-04-06 18:57:29.843491+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666448447154,26.94227,2002-03-05 14:25:35.387771+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666449519255,40.79965,2005-02-23 23:27:45.241406+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666451261156,31.56582,2006-06-19 07:40:17.253554+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666452578557,73.43539,2005-11-17 20:17:55.096238+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666453505358,31.73845,2001-07-01 12:32:23.239028+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666455085359,36.61323,2005-01-24 02:28:48.687381+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666456206660,25.66487,2011-05-17 15:59:17.030372+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666457644261,31.61835,2000-06-21 07:54:10.192508+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666460433862,29.00634,2009-01-27 01:14:11.965155+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666463537863,63.47297,2008-01-04 02:00:59.054538+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666465811364,35.14485,2005-02-21 11:45:35.952520+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666466902365,75.22857,2004-07-27 07:35:19.672183+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666467926366,41.06873,2002-12-23 05:00:35.984106+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666470205267,40.8946,2006-06-19 00:44:54.494087+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666471506568,40.13724,2004-07-15 06:39:14.118612+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666473341969,75.2784,1999-03-06 12:21:02.146074+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666474289370,36.5074,2007-03-10 15:58:14.734589+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666476287871,153.64004,2002-01-26 16:28:51.242558+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466647810372,30.28296,1999-10-14 09:26:58.911805+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666479778873,36.45585,2002-11-19 02:50:52.726929+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
1757346664814274,41.24743,2008-05-12 22:47:35.540068+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666482564375,38.77248,1999-05-05 02:25:49.088690+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666483669276,35.14655,2008-11-22 15:46:13.029537+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666485508377,29.061,2008-12-05 14:52:54.290696+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
17573466648705678,37.24116,2005-06-21 08:25:28.880846+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666489085679,27.86509,2007-09-10 16:57:59.655025+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666489986780,34.33731,2001-10-17 06:50:46.387353+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666491614881,37.45857,2006-09-09 16:28:47.861178+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666493117482,39.13572,2004-04-24 08:14:22.317597+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666494814883,34.42847,2011-11-22 20:59:02.073128+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666496328284,39.48281,2005-06-28 22:35:23.668939+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666497780885,28.70651,2005-08-23 03:24:39.284913+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666499775186,33.9454,2009-05-20 23:27:44.860307+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666502516587,29.03658,2005-04-19 13:34:26.149003+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666504546388,25.20483,2006-08-30 20:59:16.208279+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666506070789,133.45927,2010-11-10 18:37:32.881476+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666507890890,36.3823,2006-09-13 02:31:52.335809+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
175734666509734791,41.49744,2002-06-13 20:50:40.914628+00:00,Create Fine,outputs/Road_Fine/evaluation/Road_Fine_log_11390_run-1_transition-list.xes
